RK,NAME,TEAM,SALARY
425,"Derrick Walton Jr., G",Detroit Pistons,"$1,445,697"
426,"Wenyen Gabriel, F",Portland Trail Blazers,"$1,445,697"
427,"Theo Pinson, G",Brooklyn Nets,"$1,445,697"
428,"Iman Shumpert, G",Brooklyn Nets,"$1,419,138"
429,"De'Anthony Melton, SG",Memphis Grizzlies,"$1,416,852"
430,"Gary Trent Jr., SG",Portland Trail Blazers,"$1,416,852"
431,"Svi Mykhailiuk, SG",Detroit Pistons,"$1,416,852"
432,"Jemerrio Jones, F",Milwaukee Bucks,"$1,416,852"
433,"Kenrich Williams, SF",New Orleans Pelicans,"$1,416,852"
434,"Deonte Burton, G",Oklahoma City Thunder,"$1,416,852"
435,"Keita Bates-Diop, SF",Denver Nuggets,"$1,416,852"
436,"Chimezie Metu, PF",San Antonio Spurs,"$1,416,852"
437,"Ryan Broekhoff, G",Dallas Mavericks,"$1,416,852"
438,"Melvin Frazier Jr., G",Orlando Magic,"$1,416,852"
439,"Elie Okobo, G",Phoenix Suns,"$1,416,852"
440,"Bruce Brown, SF",Detroit Pistons,"$1,416,852"
441,"Jevon Carter, PG",Phoenix Suns,"$1,416,852"
442,"Jarred Vanderbilt, PF",Minnesota Timberwolves,"$1,416,852"
443,"Duncan Robinson, SG",Miami Heat,"$1,416,852"
444,"Kendrick Nunn, G",Miami Heat,"$1,416,852"
445,"Isaiah Hartenstein, C",Houston Rockets,"$1,416,852"
446,"Khyri Thomas, SG",Detroit Pistons,"$1,416,852"
447,"Hamidou Diallo, SG",Oklahoma City Thunder,"$1,416,852"
448,"Jalen Brunson, PG",Dallas Mavericks,"$1,416,852"
449,"Alize Johnson, F",Indiana Pacers,"$1,416,852"
450,"Devonte' Graham, PG",Charlotte Hornets,"$1,416,852"
451,"Dairis Bertans, G",New Orleans Pelicans,"$1,416,852"
452,"Yante Maten, F",Boston Celtics,"$1,416,852"
453,"Isaac Bonga, G",Washington Wizards,"$1,416,842"
454,"Tarik Phillip, G",Washington Wizards,"$1,416,842"
455,"Jaylen Nowell, SG",Minnesota Timberwolves,"$1,400,000"
456,"Bruno Fernando, F",Atlanta Hawks,"$1,400,000"
457,"Dakari Johnson, C",Memphis Grizzlies,"$1,378,242"
458,"Kyle Collinsworth, G",Utah Jazz,"$1,378,242"
459,"Brandon Paul, G",San Antonio Spurs,"$1,378,242"
460,"Jaylen Morris, G",Milwaukee Bucks,"$1,378,242"
461,"Rodney Purvis, G",Miami Heat,"$1,378,242"
462,"David Stockton, G",Los Angeles Lakers,"$1,378,242"
463,"Zhou Qi, C",Houston Rockets,"$1,378,242"
464,"Aaron Jackson, F",Houston Rockets,"$1,378,242"
465,"Ike Anigbogu, C",New Orleans Pelicans,"$1,378,242"
466,"Carmelo Anthony, PF",Portland Trail Blazers,"$1,364,204"
467,"Jabari Bird, G",Atlanta Hawks,"$1,349,464"
468,"Ben Moore, F",San Antonio Spurs,"$1,349,383"
469,"James Nunnally, SF",New Orleans Pelicans,"$1,349,383"
470,"Kevin Porter Jr., SG",Cleveland Cavaliers,"$1,290,960"
471,"Carsen Edwards, PG",Boston Celtics,"$1,228,026"
472,"Okaro White, F",Washington Wizards,"$1,187,862"
473,"Cody Martin, SF",Charlotte Hornets,"$1,173,310"
474,"Gary Payton II, G",Washington Wizards,"$1,052,909"
475,"Nick Young, G",Denver Nuggets,"$1,042,584"
476,"Admiral Schofield, F",Washington Wizards,"$1,000,000"
477,"Terance Mann, SG",LA Clippers,"$1,000,000"
478,"Ron Baker, G",Washington Wizards,"$948,580"
479,"David Nwaba, SF",Brooklyn Nets,"$903,111"
480,"Jalen McDaniels, PF",Charlotte Hornets,"$898,310"
481,"Dewan Hernandez, F",Toronto Raptors,"$898,310"
482,"Daniel Gafford, C",Chicago Bulls,"$898,310"
483,"Miye Oni, SG",Utah Jazz,"$898,310"
484,"Eric Paschall, F",Golden State Warriors,"$898,310"
485,"Stanton Kidd, SF",Utah Jazz,"$898,310"
486,"Terence Davis, SG",Toronto Raptors,"$898,310"
487,"Ignas Brazdeikis, SF",New York Knicks,"$898,310"
488,"Nic Claxton, PF",Brooklyn Nets,"$898,310"
489,"Naz Reid, C",Minnesota Timberwolves,"$898,310"
490,"Jalen Lecque, G",Phoenix Suns,"$898,310"
491,"Justin Robinson, G",Washington Wizards,"$898,310"
492,"KZ Okpala, SF",Miami Heat,"$898,310"
493,"Max Strus, SG",Chicago Bulls,"$898,310"
494,"Caleb Martin, SF",Charlotte Hornets,"$898,310"
495,"Talen Horton-Tucker, SG",Los Angeles Lakers,"$898,310"
496,"Alen Smailagic, PF",Golden State Warriors,"$898,310"
497,"Vlatko Cancar, SF",Denver Nuggets,"$898,310"
498,"Justin James, G",Sacramento Kings,"$898,310"
499,"Matt Thomas, SG",Toronto Raptors,"$898,310"
500,"Javonte Green, SF",Boston Celtics,"$898,310"
501,"Damion Lee, SG",Golden State Warriors,"$842,327"
502,"Isaiah Briscoe, G",Orlando Magic,"$838,464"
503,"Juwan Morgan, F",Utah Jazz,"$746,054"
504,"Marquese Chriss, SF",Golden State Warriors,"$654,469"
505,"Timothe Luwawu-Cabarrot, SG",Brooklyn Nets,"$654,469"
506,"Marvin Williams, F",Milwaukee Bucks,"$604,278"
507,"Michael Kidd-Gilchrist, F",Dallas Mavericks,"$595,122"
508,"Rayjon Tucker, SG",Utah Jazz,"$578,573"
509,"Chris Clemons, G",Houston Rockets,"$563,347"
510,"Gary Clark, SF",Orlando Magic,"$555,409"
511,"Brandon Goodwin, PG",Atlanta Hawks,"$522,738"
512,"Reggie Jackson, PG",LA Clippers,"$512,721"
513,"DeMarre Carroll, F",Houston Rockets,"$512,721"
514,"Anzejs Pasecniks, C",Washington Wizards,"$482,144"
515,"Chris Silva, PF",Miami Heat,"$466,918"
516,"Jeff Green, PF",Houston Rockets,"$439,475"
517,"Troy Daniels, G",Denver Nuggets,"$384,541"
518,"Dion Waiters, G",Los Angeles Lakers,"$375,385"
519,"Norvel Pelle, PF",Philadelphia 76ers,"$350,189"
520,"Ky Bowman, G",Golden State Warriors,"$350,189"
521,"Juan Toscano-Anderson, SF",Golden State Warriors,"$350,189"
522,"JR Smith, G",Los Angeles Lakers,"$289,803"
523,"Tyler Zeller, C",San Antonio Spurs,"$245,686"
524,"Jimmer Fredette, G",Phoenix Suns,"$208,509"
525,"Jontay Porter, PF",Memphis Grizzlies,"$197,933"
526,"Anthony Tolliver, PF",Memphis Grizzlies,"$183,115"
527,"Tyler Johnson, SG",Brooklyn Nets,"$183,115"
528,"Luguentz Dort, SF",Oklahoma City Thunder,"$155,647"
